																				
																					
													Mixed Door Cabinet								
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1RPT-2HG-1S	STR1RPT-2HG-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	2	1	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1RPT-2HG-2HG	STR1RPT-2HG-2HG		Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1RPT-2HS-1G	STR1RPT-2HS-1G		Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	21.95	21.95	0	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1RPT-2HS-1S	STR1RPT-2HS-1S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR1RPT-2HS-2HS	STR1RPT-2HS-2HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	21.95	0	21.95	77.75	197.49	33.75	2.87	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR2R-2G	STR2R-2G		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	47.1	47.1	0	77.75	198	33.75	4.29	R-134A	5/1/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR2R-2S	STR2R-2S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	47.1	0	47.1	77.75	198	33.75	3.99	R-134A	5/1/2011	5/24/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR2R-4HG	STR2R-4HG		Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	47.1	47.1	0	77.75	197.49	33.75	4.79	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR2R-4HS	STR2R-4HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	47.1	0	47.1	77.75	197.49	33.75	4.13	R-134A	3/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR3R-3S	STR3R-3S		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	70.09	0	70.09	77.75	197.49	33.75	4.89	R-134A	11/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	STR3R-6HS	STR3R-6HS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	6	Hinged	70.09	0	70.09	77.75	197.49	33.75	4.89	R-134A	11/1/2012	1/15/2013
True Manufacturing (True Food Service Equipment)	True Refrigeration	T-23	T-23		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	20.5	20.5	0	78	198.12	30	2.43	R-134A	8/3/2005	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	T-35	T-35		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	31.2	31.2	0	78	198.12	30	2.89	R-134A	12/2/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	T-49	T-49		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	43.5	43.5	0	78	198.12	30	3.5	R-134A	5/12/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	T-49-4	T-49-4		Solid Door Refrigerator Cabinet	Vertical		Manual	0	4	Hinged	43.5		43.5	78.63	199.71	29.5	4.01	R-134A	1/1/2012	2/8/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	T-49G	T-49G		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Hinged	44.1	44.1	0	78	198.12	30	6.28	R-134A	10/3/2008	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	T-72	T-72		Solid Door Refrigerator Cabinet	Vertical		Manual	0	3	Hinged	65.8	65.8	0	79	200.66	30	4.98	R-134A	9/5/2008	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TA1R-1S	TA1R-1S		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	27.64			61	154.94	30.5	3.04	R-134A	3/28/2011	10/21/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TA2R-2S	TA2R-2S		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	51.42			61	154.94	30.5	4.38	R-134A	7/5/2011	10/21/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TG1R-1S	TG1R-1S		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	27.64			61	154.94	30.5	3.03	R-134A	3/28/2011	10/21/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TG2R-2S	TG2R-2S		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	51.42			61	154.94	30.5	4.38	R-134A	7/5/2011	10/21/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TR1R-1S	TR1R-1S		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	27.64			61	154.94	30.5	3.04	R-134A	3/28/2011	10/21/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TR2R-2S	TR2R-2S		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	51.42			61	154.94	30.5	4.38	R-134A	7/5/2011	10/21/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TS-23	TS-23		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	20.5	20.5	0	78	198.12	30	2.43	R-134A	8/3/2005	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TS-35	TS-35		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	31.2	31.2	0	78	198.12	30	2.89	R-134A	12/2/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TS-49	TS-49		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	43.5	43.5	0	78	198.12	30	3.5	R-134A	5/12/2010	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TS-49-4	TS-49-4		Solid Door Refrigerator Cabinet	Vertical		Manual	0	4	Hinged	43.5		43.5	78.63	199.71	29.5	4.01	R-134A	1/1/2012	2/8/2012
True Manufacturing (True Food Service Equipment)	True Refrigeration	TS-49G	TS-49G		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Hinged	44.1	44.1	0	78	198.12	30	6.28	R-134A	10/4/2008	3/26/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TSD-47G	TSD-47G		Glass Door Refrigerator Cabinet	Vertical		Manual	2	0	Sliding	43	43	0	78	198.12	30	5.15	R-134A	12/19/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	"TST-ADA,"	TST-ADA		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	6.64	6.64	0	30	76.2	30	1.89	R-134A	5/23/2007	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-24	TUC-24		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	5	5	0	33	83.82	25	0.91	R-134A	11/5/2007	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-27	TUC-27		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	6.64	6.64	0	30	76.2	30	1.89	R-134A	5/23/2007	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-27-ADA	TUC-27-ADA		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	6.64	6.64	0	30	76.2	30	1.89	R-134A	5/23/2007	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-27-LP	TUC-27-LP		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	6.64	6.64	0	30	76.2	30	1.89	R-134A	5/23/2007	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-36	TUC-36		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	8.94	8.94	0	30	76.2	30	2.08	R-134A	9/25/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-36-ADA	TUC-36-ADA		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	8.94	8.94	0	30	76.2	30	2.08	R-134A	9/25/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-36-LP	TUC-36-LP		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	8.94	8.94	0	30	76.2	30	2.08	R-134A	9/25/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-44	TUC-44		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	10.18	10.18	0	30	76.2	32	2.11	R-134A	9/30/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-48	TUC-48		Solid Door Refrigerator Cabinet	Vertical		Manual	0	3	Hinged	18.72	18.72	0	30	76.2	30	2.73	R-134A	8/17/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-48-ADA	TUC-48-ADA		Solid Door Refrigerator Cabinet	Vertical		Manual	0	3	Hinged	18.72	18.72	0	30	76.2	30	2.73	R-134A	8/17/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-48-LP	TUC-48-LP		Solid Door Refrigerator Cabinet	Vertical		Manual	0	3	Hinged	18.72	18.72	0	30	76.2	30	2.73	R-134A	8/17/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-60	TUC-60		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	15.57	15.57	0	33	83.82	30	2.37	R-134A	8/27/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-60-32	TUC-60-32		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	15.5	15.5	0	30	76.2	32	2.33	R-134A	3/29/2005	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-60-ADA	TUC-60-ADA		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	15.57	15.57	0	33	83.82	30	2.37	R-134A	8/27/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-60-LP	TUC-60-LP		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	15.57	15.57	0	33	83.82	30	2.37	R-134A	8/27/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-67	TUC-67		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	23.13	23.13	0	33	83.82	32	2.7	R-134A	9/30/2004	3/26/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-72	TUC-72		Solid Door Refrigerator Cabinet	Vertical		Manual	0	3	Hinged	18.72	18.72	0	30	76.2	30	2.73	R-134A	8/17/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TUC-72-ADA	TUC-72-ADA		Solid Door Refrigerator Cabinet	Vertical		Manual	0	3	Hinged	18.72	18.72	0	30	76.2	30	2.73	R-134A	8/17/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TWT-27	TWT-27		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	6.64	6.64	0	30	76.2	30	1.89	R-134A	5/23/2007	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TWT-36	TWT-36		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	8.94	8.94	0	30	76.2	30	2.08	R-134A	9/25/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TWT-36-ADA	TWT-36-ADA		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	8.94	8.94	0	30	76.2	30	2.08	R-134A	9/25/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TWT-44	TWT-44		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	10.18	10.18	0	30	76.2	32	2.11	R-134A	10/1/2004	3/26/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TWT-48	TWT-48		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	12.31	12.31	0	33	83.82	30	2.16	R-134A	5/7/2009	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TWT-48-ADA	TWT-48-ADA		Solid Door Refrigerator Cabinet	Vertical		Manual	0	3	Hinged	18.72	18.72	0	30	76.2	30	2.73	R-134A	8/17/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TWT-60	TWT-60		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	15.57	15.57	0	33	83.82	30	2.37	R-134A	8/27/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TWT-60-32	TWT-60-32		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	15.5	15.5	0	30	76.2	32	2.33	R-134A	3/30/2005	3/26/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TWT-60-ADA	TWT-60-ADA		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	15.57	15.57	0	33	83.82	30	2.37	R-134A	8/27/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TWT-67	TWT-67		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	23.13	23.13	0	33	83.82	32	2.7	R-134A	9/29/2004	3/25/2011
True Manufacturing (True Food Service Equipment)	True Refrigeration	TWT-72	TWT-72		Solid Door Refrigerator Cabinet	Vertical		Manual	0	3	Hinged	18.72	18.72	0	30	76.2	30	2.73	R-134A	8/17/2004	3/25/2011
Turbo Air Inc.	Premier Corporation	MSR-23G-1	MSR-23G-1		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	20			78	27	32	3.54	R-134A	12/16/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	MSR-49G-2	MSR-49G-2		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	39			78	54	32	5.22	R-134A	6/30/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	MSR-72G-3	MSR-72G-3		Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	67			77	82	31	7.18	R-134A	12/16/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TBB-2SB	TBB-2SB		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	19			37	59	28	2.53	R-134A	12/23/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TBB-3SB	TBB-3SB		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	23			37	69	28	2.58	R-134A	12/23/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TBC-50SD	TBC-50SD		Solid Door Refrigerator Cabinet	Chest		Automatic	0	2	Sliding	13.5			34	50	27	1.64	R-134A	6/30/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TBC-65SD	TBC-65SD		Solid Door Refrigerator Cabinet	Chest		Automatic	0	2	Sliding	18.5			34	65	27	2.35	R-134A	12/17/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TBC-95SD	TBC-95SD		Solid Door Refrigerator Cabinet	Chest		Automatic	0	3	Sliding	30.3			34	95	27	3.12	R-134A	12/17/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TBD-2SD	TBD-2SD		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20.9			37	59	27	2.56	R-134A	12/17/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TBD-3SD	TBD-3SD		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	25.4			37	69	27	2.85	R-134A	12/17/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TGM-35R	TGM-35R		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Sliding	29.27			79	42	30	5	R-134A	7/30/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TGM-5R	TGM-5R		Glass Door Refrigerator Cabinet	Vertical		Manual	1	0	Hinged	4.7			34	19	24	1.55	R-134A	12/27/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TSR-23SD*	TSR-23SD*		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	19.3			78	27	31	2.52	R-134A	11/15/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TSR-49SD	TSR-49SD		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	41.1			78	55	31	3.32	R-134A	4/5/2010	10/19/2012
Turbo Air Inc.	Premier Corporation	TSR-72SD	TSR-72SD		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	64.1			78	82	31	4.35	R-134A	4/30/2010	10/19/2012
Turbo Air Inc.	Turbo Air	Commercial storage refrigerator	JUR-36		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	6.7			28.74	73	27.56	1.53	R-134A	10/30/2012	10/18/2012
Turbo Air Inc.	Turbo Air	Commercial storage refrigerator	JUR-48		Solid Door Refrigerator Cabinet	Vertical		Manual	0	2	Hinged	10.6			28.74	73	27.56	1.98	R-134A	10/30/2012	10/18/2012
Turbo Air Inc.	Turbo Air	Commercial storage refrigerator	M3R19-1		Solid Door Refrigerator Cabinet	Vertical		Manual	0	1	Hinged	18.7			72.05	183	31.5	1.97	R-134A	10/30/2012	10/18/2012
Turbo Air Inc.	Turbo Air	M3R24-1	M3R24-1		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	21.8			78	29	31	2.54	R-134a	6/5/2010	10/19/2012
Turbo Air Inc.	Turbo Air	M3R24-2	M3R24-2		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.8			78	29	31	2.72	R-134a	9/15/2010	10/19/2012
Turbo Air Inc.	Turbo Air	M3R47-2	M3R47-2		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	42.2			78	52	31	3.54	R-134a	6/5/2010	10/19/2012
Turbo Air Inc.	Turbo Air	M3R47-4	M3R47-4		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	42.2			78	52	31	3.23	R-134a	9/1/2010	10/19/2012
Turbo Air Inc.	Turbo Air	M3R72-3	M3R72-3		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	66.9			78	78	31	4.18	R-134a	6/5/2010	10/19/2012
Turbo Air Inc.	Turbo Air	M3R72-6	M3R72-6		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	6	Hinged	66.9			78	78	31	4.78	R-134a	9/30/2010	10/19/2012
Turbo Air Inc.	Turbo Air	MUR-36	MUR-36		Solid Door Refrigerator Cabinet	Chest		Automatic	0	2	Hinged	9.7			30	36.3	30	1.3	R-134a	12/10/2010	10/26/2012
Turbo Air Inc.	Turbo Air	PRO-26-2R	PRO-26-2R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	26			78	28.7	31.5	2.23	R-134a	12/14/2010	10/19/2012
Turbo Air Inc.	Turbo Air	PRO-26R	PRO-26R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	26			78	28.7	31.5	2.12	R-134a	12/14/2010	10/19/2012
Turbo Air Inc.	Turbo Air	PRO-50-4R	PRO-50-4R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	50			78	51.7	31.5	2.62	R-134a	12/14/2010	10/19/2012
Turbo Air Inc.	Turbo Air	PRO-50R	PRO-50R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	50			78	51.7	315	2.48	R-134a	12/12/2010	10/19/2012
Turbo Air Inc.	Turbo Air	PRO-77-6R	PRO-77-6R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	6	Hinged	76.82			78	77.18	31.5	4.83	R-134a	12/30/2010	10/19/2012
Turbo Air Inc.	Turbo Air	PRO-77R	PRO-77R		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	77.18			78	77.18	31.5	4.77	R-134a	12/13/2010	10/19/2012
Turbo Air Inc.	Turbo Air	TGM-10SDB	TGM-10SDB	"TGM-10SDV,TGM-10SDV,; TGM-10SDW,TGM-10SDW,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	8.12	8.12	0	63	26	21	1.71	R-134A	5/15/2012	9/21/2012
Turbo Air Inc.	Turbo Air	TGM-11RV	TGM-11RV		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	10	10	0	61	24	25	1.99	R-134A	5/1/2012	9/21/2012
Turbo Air Inc.	Turbo Air	TGM-12SDB	TGM-12SDB	"TGM-12SDV,TGM-12SDV,; TGM-12SDW,TGM-12SDW,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	10.19	10.19	0	63	26	21	1.76	R-134A	5/15/2012	9/21/2012
Turbo Air Inc.	Turbo Air	TGM-14RV	TGM-14RV		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	12.2	12.2	0	74	24	26	2.57	R-134A	5/1/2012	9/21/2012
Turbo Air Inc.	Turbo Air	TGM-15SDB	TGM-15SDB	"TGM-15SDV,TGM-15SDV,; TGM-15SDW,TGM-15SDW,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	14.43	14.43	0	76	27	23	2.99	R-134A	5/15/2012	9/21/2012
Turbo Air Inc.	Turbo Air	TGM-20SDB	TGM-20SDB	"TGM-20SDV,TGM-20SDV,; TGM-20SDW,TGM-20SDW,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	16.01	16.01	0	78	27	24	3.16	R-134A	5/15/2012	9/21/2012
Turbo Air Inc.	Turbo Air	TGM-22RV	TGM-22RV	"TGM-22RVB,TGM-22RVB,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	20.3	20.3	0	80	29	30	3.35	R-134A	5/1/2012	9/21/2012
Turbo Air Inc.	Turbo Air	TGM-23SDB	TGM-23SDB	"TGM-23SDV,TGM-23SDV,; TGM-23SDW,TGM-23SDW,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	19.4	19.4	0	78	27	28	2.96	R-134A	5/15/2012	9/21/2012
Turbo Air Inc.	Turbo Air	TGM-47SDW	TGM-47SDW	"TGM-47SDB,TGM-47SDB,; TGM-47SDB,TGM-47SDB,; TGM-47SDV,TGM-47SDV,; TGM-47SDV,TGM-47SDV,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	41.11	41.11	0	78	55	28	5.49	R-134A	7/30/2012	1/24/2013
Turbo Air Inc.	Turbo Air	TGM-48R	TGM-48R		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Sliding	44	44	0	78.5	56	30	5.85	R-134A	8/1/2012	11/21/2012
Turbo Air Inc.	Turbo Air	TGM-5SDB	TGM-5SDB	"TGM-5SDV,TGM-5SDV,; TGM-5SDW,TGM-5SDW,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	4.45	4.45	0	31	25	21	1.31	R-134A	5/15/2012	9/21/2012
Turbo Air Inc.	Turbo Air	TGM-72SDW	TGM-72SDW	"TGM-72SDB,TGM-72SDB,; TGM-72SDV,TGM-72SDV,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	65.24	65.24	0	78	82	28	7.68	R-134A	9/27/2012	1/7/2013
Turbo Air Inc.	Turbo Air	TGM-7SDB	TGM-7SDB	"TGM-7SDV,TGM-7SDV,; TGM-7SDW,TGM-7SDW,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	6.2	6.2	0	39	25	21	1.45	R-134A	5/15/2012	9/21/2012
Turbo Air Inc.	Turbo Air	TSR-35SD	TSR-35SD		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	30.3			77	39.5	30	2.7	R-134a	9/30/2010	10/19/2012
Turbo Air Inc.	Turbo Air	TUR-28SD*	TUR-28SD*		Solid Door Refrigerator Cabinet	Chest		Automatic	0	1	Hinged	7.15			31	28	31	1.22	R-134a	7/20/2010	10/26/2012
Turbo Air Inc.	Turbo Air	TUR-36SD	TUR-36SD		Solid Door Refrigerator Cabinet	Chest		Automatic	0	2	Hinged	9.7			30	36.3	30	1.28	R-134a	8/20/2010	10/26/2012
Turbo Air Inc.	Turbo Air	TUR-48SD	TUR-48SD		Solid Door Refrigerator Cabinet	Chest		Automatic	0	2	Hinged	13.2			31	48.2	30	2.51	R-134a	6/20/2010	10/26/2012
Turbo Air Inc.	Turbo Air	TUR-60SD	TUR-60SD		Solid Door Refrigerator Cabinet	Chest		Automatic	0	2	Hinged	17.2			31	60.3	30	2.42	R-134a	6/20/2010	10/26/2012
Turbo Air Inc.	Turbo Air	TUR-72SD	TUR-72SD		Solid Door Refrigerator Cabinet	Chest		Automatic	0	3	Hinged	18.9			31	72.6	31	2.77	R-134a	6/20/2010	10/26/2012
Turbo Air Inc.	Turbo Air	TWR-48SD	TWR-48SD		Solid Door Refrigerator Cabinet	Chest		Automatic	0	2	Hinged	13.2			31	48	30	1.29	R-134a	12/15/2010	10/26/2012
Turbo Air Inc.	Turbo Air	TWR-60SD	TWR-60SD		Solid Door Refrigerator Cabinet	Chest		Automatic	0	2	Hinged	17.2			31	60.3	30	1.52	R-134a	12/15/2010	10/26/2012
Turbo Air Inc.	Turbo Air	TWR-72SD	TWR-72SD		Solid Door Refrigerator Cabinet	Chest		Automatic	0	2	Hinged	18.9			31	72.6	30	1.65	R-134a	12/15/2010	10/26/2012
US Inc.	US REFRIGERATION	UM-24	UM-24		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	19.3	0	19.3	76.9	26.8	30	2.58	R-134A	1/5/2002	9/21/2012
US Inc.	US REFRIGERATION	UM-48	UM-48		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	42.7	0	42.7	76.9	53.9	31	3.36	R-134A	1/5/2002	9/21/2012
US Inc.	US REFRIGERATION	UMT-24	UMT-24		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	19.39	0	19.39	76.9	31	26.8	2.53	R-134A	1/13/2011	9/21/2012
US Inc.	US REFRIGERATION	UMT-48	UMT-48		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	43.64	0	43.64	76.9	31	31	3.96	R-134A	1/3/2011	9/21/2012
Victory Refrigeration	Victory	RA-1D-S7	RA-1D-S7	"RA-1D-S1,RA-1D-S1,; RS-1D-S1,RS-1D-S1,; RS-1D-S7,RS-1D-S7,; RSA-1D-S1,RSA-1D-S1,; RSA-1D-S7,RSA-1D-S7,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	20.9			84	213.36	34.5	1.93	R-404A	4/19/2010	4/5/2012
Victory Refrigeration	Victory	RA-2D-S7	RA-2D-S7	"RA-2D-S1,RA-2D-S1,; RS-2D-S1,RS-2D-S1,; RS-2D-S7,RS-2D-S7,; RSA-2D-S1,RSA-2D-S1,; RSA-2D-S7,RSA-2D-S7,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	44.9			84	213.36	34.5	3.04	R-404A	4/19/2010	4/5/2012
